row_id,QuestionId,QuestionText,MC_Answer,StudentExplanation,Category,Misconception
1459,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There are nine triangles in the triangle and six of them  r  shaded so that’s one third left 👍🏻👍🏻👍🏻👍🏻👍🏻,True_Correct,NA
1460,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There are nine triangles in the whole shape and three of them are not shaded so it would be 3/9 which is simplified to 1/3.,True_Correct,NA
1461,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There are nine triangles in total and 3 of them are not shaded.3/9 is equal to 1/3.,True_Correct,NA
1462,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"There are nott 3 shaded in, so it would be 1/3.",True_Neither,NA
1463,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"There are three not shsded out of nine (three ninths) and then they are both a multiple of three, so I divide them by that and it equals one third.",True_Correct,NA
1464,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There are three shaded out of 9,True_Neither,NA
1465,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There aree 9 triangles and 3 are not shaded. 3 / 9 = 1/3.,True_Correct,NA
1466,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There aree 9 triangles and 6 of them are shaded.,True_Correct,NA
1467,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There arr 3 shades out of 9 and you simplify it to 1/3.,True_Correct,NA
1468,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There arr 9 triangles. 3 out of 9 are shaded.,True_Neither,NA
1469,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There arr nine triangles and three aren't shaded in. So I figured out that the answer is 1 / 3.,True_Correct,NA
1470,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 3 ninths shaded in and in its simplest form it is 1 third,True_Neither,NA
1471,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 3 not shaded and 6 are.3/9 is equal to 1/3,True_Correct,NA
1472,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 3 not shaded and 6 shaded which makes it 3/6=1/3,True_Misconception,WNB
1473,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 3/9 not shaded so 3/9 simplified is 1/3.,True_Correct,NA
1474,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 3/9 not shaded. It is divided by 1/3.,True_Neither,NA
1475,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 6 shaded and 3 not,True_Neither,NA
1476,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 overall and 6 coloured in 6/9 in its simplest form is 1/3,True_Neither,NA
1477,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 parts in total and 3 are not shaded and 3/9 is equivalent to1/3,True_Correct,NA
1478,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 parts to the shape and 3 of them are not shaded. 3 goes into 3 once and 9 three times so its 1/3,True_Correct,NA
1479,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 triangles and 3 aren't shaded.,True_Correct,NA
1480,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 triangles and 6 are shaded but 3 are not=3/9=1/3,True_Correct,NA
1481,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 triangles in the shape and 3 are not shaded so that leaves 6 triangles left.,True_Correct,NA
1482,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 triangles in the shape and 3 of them aren’t shaded so 3/9 of the shape is not shaded but 3/9 simplest form is1/3,True_Correct,NA
1483,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 triangles in the shape and 3 of them aren’t shaded so 3/9 of the shapes is not shade. The simplest form of this shape is1/3.,True_Correct,NA
1484,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 triangles in total and 3 of them aren't shaded. This gives you 3/9 which can be simplified to 1/3.,True_Correct,NA
1485,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 triangles in total and three are shaded. This means it is three ninths which simplified is one third,True_Neither,NA
1486,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is 9 triangles so the denominator is 9 and 3 triangles are not shaded in so 3 is the numerator. Divide them both by 3 and you get 1/3.,True_Correct,NA
1487,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"There is nine triangles ,three of them are shaded so it is 3/9 you then simplify it to 1/3",True_Correct,NA
1488,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There is nine triangles in total and six are shaded in so there are three remaining and three is a third of nine,True_Correct,NA
1489,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There was three peace’s that weren’t shaded,True_Neither,NA
1490,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There were 3 triangles shaded and thenn I simplified it to 1/3.,True_Correct,NA
1491,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"There were 9 parts altogether, and 3 were not shaded = 3/9 = 1/3.",True_Correct,NA
1492,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),There were 9 squares in total so you would have left 1/3 out.,True_Correct,NA
1493,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Theres 9 triangles and 3 aren't shaded,True_Correct,NA
1494,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because 3 out of a possible 9 is shaded in and the simplest form is 1 over 3.,True_Correct,NA
1495,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because 3 out of a possible 9 is shadedd in and the simplest form is 1 over 3.,True_Correct,NA
1496,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because 3/9 is not coloured in but it is also equivalent to 1/3,True_Correct,NA
1497,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because 3/9 is not coloured in but it is also equivalent to 1/3.,True_Correct,NA
1498,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because 3/9 simplified equals 1/3.,True_Correct,NA
1499,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because 3/9 triangles are not shaded and that is simplified to 1/3.,True_Correct,NA
1500,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because the amount shaded is 3/9 and to simplify it  you divide the same whole number into the denominator and numerator. When you do that the answer becomes 1/3,True_Neither,NA
1501,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because the amount shaded is 3/9 and to simplify it you divide the same whole number into both the denominator and the numerator. When you do that the answer becomes 1/3.,True_Neither,NA
1502,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because the hape has been split into 9 pieces and 6/9 is shaded so this means that 1/3 is the simplified answer.,True_Correct,NA
1503,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because the hape has bren split into 9 pieces and 6 of those are shaded so this means that 1/3 is the simplified answer.,True_Correct,NA
1504,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is because there is 9 sections in the triangle but 3 aren't shaded so it will be 3/9 = 1/3,True_Correct,NA
1505,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is the answer because if you simplify 3/9 this is what you get,True_Correct,NA
1506,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This is the answer because there are 9 triangles in the triangle and 3 of them are shaded in. This makes 3/9 but this is wrong because it's not in its simplest form.  In it's simplest form it is 1/3.,True_Neither,NA
1507,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"This means that the fraction is 3/9, you then simplify it to 1/3.",True_Correct,NA
1508,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),This one is because if 9(the denominator) could nott go into 3 then I would have been D.,True_Neither,NA
1509,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"This was nearly a tricky question!
I was going to say 3/9.  BUT I read the question again and saw it said 'simplest form'
I calculated 3/9 because there are 3 white triangles and 6 blue.  This gives 9 in total, so my first answer was 3/9.  This in its simplest form is 1/3.",True_Correct,NA
1510,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Thr answer is 3 9 but it has to be simplified to 1/3.,True_Neither,NA
1511,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three is one third of nine,True_Correct,NA
1512,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three nineths  simplified is one third,True_Correct,NA
1513,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three ninthes are shaded. Three ninthes = one third,True_Neither,NA
1514,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three ninths  are not shaded this is equal to one third,True_Correct,NA
1515,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three ninths are not shaded but it says to give your answer in its simplest form so three ninths simplified is one third,True_Correct,NA
1516,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three ninths in its simplest form is one third.,True_Correct,NA
1517,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three ninths is rqual to one third.,True_Correct,NA
1518,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three ninths is shaded and when simplified it is one third,True_Correct,NA
1519,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three ninths is the same as one third,True_Correct,NA
1520,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three ninths simplified is one third,True_Correct,NA
1521,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three ninths simplified is one third.,True_Correct,NA
1522,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three of the nine are shaded which is equivalent to one third.,True_Neither,NA
1523,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three out of nine is equivalent to one third,True_Correct,NA
1524,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three out of nine of the shapes is unshaded,True_Correct,NA
1525,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Three parts are not shaded out of nine which is 3/9. This simplifies to 1/3 if you divide it by 3.,True_Correct,NA
1526,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),To find the denominator you have to count the whole shape. The answer will be 3/9. In its simplest form it is 1/3.,True_Correct,NA
1527,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"Total is 9 small triangles, 3 of 9 are not shadowed. 3/9=1/3",True_Correct,NA
1528,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Typo on the last one I meant to say equivalent to 3/9 not 3/6,True_Neither,NA
1529,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),We counted the triangles - 3 out of 9 were not shaded.  This is 3/9 but it can be simplified as they are both in the three times table. So the answer is 1/3 :-),True_Correct,NA
1530,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"We counted the triangles - 3 out of 9 were not shaded. This is 3 / 9, but it can be simplified as they are bith in the three times table. So the answer is 1/3.",True_Correct,NA
1531,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"We counted the triangles. There are 9 triangles. Three of these are not shaded. = 3/9
Simplified /3 = 1/3",True_Correct,NA
1532,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Well the total amount of triangles is 9 but the ones which are NOT shaded is 3 so the fraction is 3/9 but it asks it to be simplified so it is 1/3,True_Correct,NA
1533,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"What I did was count how many triangles they are, so when I found out there were 9, I counted how many weren't shaded. When I had 3/9, I simplified it and got 1/3",True_Correct,NA
1534,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"When I found out there were 9, I counted how many weren't shaded and when I had 3/9, I simplified it and gott 1/3.",True_Correct,NA
1535,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"When you count the triangles 6 are shaded and 3 are not. This makes the total amounts 9, The question is asking for a fraction so 3/9 is 1/3",True_Correct,NA
1536,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"When you simplify 3 out of 9 triangles are not shaded, it equals divide by 3 it is 1out of 3.",True_Correct,NA
1537,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),When you simplify it it will be 1/3.,True_Neither,NA
1538,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),Work out the shaded fraction and take that away from the total of triangles,True_Neither,NA
1539,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),You can divide 9 and 3 by 3 and that makes 1 over 3,True_Correct,NA
1540,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),You can dividr 3/9 by 3 to get 1/3.,True_Neither,NA
1541,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),You can see that theree are 3 not shaded so that means that the faction is 3 out of 9.,True_Correct,NA
1542,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),You can simplify the answer so I think A,True_Neither,NA
1543,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),You can simply divide 9 by 3,True_Neither,NA
1544,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),You have to convert 3/9 to 1/3,True_Correct,NA
1545,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),You have to make it a small as possible,True_Neither,NA
1546,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"You need to calculate how many triangles there are inside of the triangle, and then how many aren't shaded. The answer will be 3/9, and in the simplest form that is 1/3.",True_Correct,NA
1547,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),You start off with 3 over 9 then you simplify it for it to be 1 over 3,True_Correct,NA
1548,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),You would just divide it by 3,True_Neither,NA
1549,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),a because the answer is 3 out of 9 simplified = 1/3.,True_Correct,NA
1550,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),a because there are 3 squares not shaded and 3/9 is the samee as 1/3,True_Correct,NA
1551,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),a because there are 9 in total and 3 not shaded  but 3/9th is not the answer. it says in your simplest form and they are both able to be divided by three and then the answer is 1/3rd,True_Correct,NA
1552,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),a because there are nine sections and three aren't shaded in making it 3 over nine then you simplify it to get 1/3,True_Correct,NA
1553,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),a because there are three white non shaded triangles and six shaded triangles and they asked for the simplest form so 3/6 divide by  2  is 1/3.,True_Neither,NA
1554,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),a. because 3 divided by 9 = 1/3.,True_Correct,NA
1555,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"a. because when you put 3/9 in its simplest form, that is 1/3.",True_Correct,NA
1556,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),add up all squares which is 9 count all unshaded squared and find out that is 3 divide both by three to get your answer and then add that number to the other two numbers to find your total.,True_Neither,NA
1557,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"adding up the triangles that were shaded in gave me 9 total, which was 3 more than i needed to know.",True_Neither,NA
1558,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),after doing this question i counted all of the triangles and then worked out how many were shaded and which were not. after this was done i found out that there were 6 triangle with shade and 3 triangle that weren't. dividing by 3 on each would come out to 1/3 so that is my answer.,True_Neither,NA
1559,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"altogether there are 9 triangles and 3 of which are not shaded, so that means that 3/9 are not shaded. Once you have figured out what fraction is NOT shaded, you can simplify, by  dividing both the numerator and the denominator by 3 so your new answer will be 1/3",True_Correct,NA
1560,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),as 3/9 is not shaded which simplified is 1/3,True_Correct,NA
1561,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),as 3/9 isn't shaded so you simplify it to 1/3,True_Correct,NA
1562,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),as 39 in its simple form is 13.,True_Neither,NA
1563,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),as 6/9 not shaded is 3/9 and 1/9 is equal to 1/3.,True_Neither,NA
1564,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),as the shape can be split into 9 parts and 3 of them are unshaded so it is 3/9 simplified to 1/3,True_Correct,NA
1565,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),"as there are 9 triangles, and 3 are not shaded, that is the equivalent as one third.",True_Correct,NA
1566,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),beacuse if you divide it by 3 it gives you 1 /3 which is your answer,True_Correct,NA
1567,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),becasue i counted all the triangles to see how many there are (which is the denominator) and then count the amount of non shaded,True_Neither,NA
1568,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),becaues if you count the triangles what are shaded and then add the not shaded,True_Neither,NA
1569,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),because  3/9 is not shaded but its needs to be in its simplest form and that is 1/3,True_Correct,NA
1570,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),because  if 3 are not shared in so 3/6 in it simplest form is 1/3,True_Neither,NA
1571,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),because  three  nineths is shaded as that symplyfyed is  one third,True_Neither,NA
1572,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),because 1 3rd is the same as 3 ninth,True_Correct,NA
1573,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),because 1/3 is 3/9 and we have to simplifyy it.,True_Correct,NA
1574,31772,What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.],\( \frac{1}{3} \),because 1/3 is what it show on the diagram,True_Neither,NA
