row_id,QuestionId,QuestionText,MC_Answer,StudentExplanation,Category,Misconception,ai_proposed_sublabel,ai_cp_call,ai_rationale,your_review,your_cp_call,your_correction,your_notes
18972,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"if yiu multiply 5 times 3 it equals 15, then five times two is 10 and so on.",False_Misconception,Duplication,Duplication,P,Duplication confirmed by answer pattern. Some procedural language present but the computation did not produce a new value — student ended where they started. Procedural error.,,,,
18406,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I just times the topp and bottom number by 5.,False_Misconception,Duplication,Duplication,P,Duplication confirmed by answer pattern. Some procedural language present but the computation did not produce a new value — student ended where they started. Procedural error.,,,,
18618,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),because 3x5 = 15 and 2x5 = 10 so the answer is 10/15,False_Misconception,Duplication,Duplication,P,"Answer duplicates a value present in the problem (numerator, given number, or other visible quantity). No computational procedure visible in explanation. Procedural: student defaulted to what was available rather than deriving a new value.",,,,
18405,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),I just timed two by 5 and then three by 5.,False_Misconception,Duplication,Duplication,P,"Answer duplicates a value present in the problem (numerator, given number, or other visible quantity). No computational procedure visible in explanation. Procedural: student defaulted to what was available rather than deriving a new value.",,,,
18335,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 times five is fifteen so that's out as a fraction of 10/15 whuch is 10%.,False_Misconception,Duplication,Duplication,P,Duplication confirmed by answer pattern. Some procedural language present but the computation did not produce a new value — student ended where they started. Procedural error.,,,,
18341,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 x 5 is 15 and 2 x 5 equals 10.,False_Misconception,Duplication,Duplication,P,"Answer duplicates a value present in the problem (numerator, given number, or other visible quantity). No computational procedure visible in explanation. Procedural: student defaulted to what was available rather than deriving a new value.",,,,
19100,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),"using the math, we find that 10 times 2 = 10, and 5 times 3 is 15, so it's like (10 + 15) over 10.",False_Misconception,Duplication,Duplication,P,Duplication confirmed by answer pattern. Some procedural language present but the computation did not produce a new value — student ended where they started. Procedural error.,,,,
18835,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),i think this because 2 times 5 = 10 and 3 times 5 =15 so it is 10/15,False_Misconception,Duplication,Duplication,P,Duplication confirmed by answer pattern. Some procedural language present but the computation did not produce a new value — student ended where they started. Procedural error.,,,,
19064,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),this is correct because 2 x 5 = 10 and 3 x 5= 15.,False_Misconception,Duplication,Duplication,P,"Answer duplicates a value present in the problem (numerator, given number, or other visible quantity). No computational procedure visible in explanation. Procedural: student defaulted to what was available rather than deriving a new value.",,,,
18825,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),i think that the answer is a because 5 x 3 is 15 and 2 x 5 is 10 so 10/15,False_Misconception,Duplication,Duplication,P,"Student echoed a value from the problem without performing a computation. Guess language present ('I think', 'not sure'). Procedural: student had no entry point into the problem and anchored on a visible number.",,,,
18916,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),i think this is because 2x5 is 10 and 3x5 is 15 so it would be 10 over 15,False_Misconception,Duplication,Duplication,P,"Student echoed a value from the problem without performing a computation. Guess language present ('I think', 'not sure'). Procedural: student had no entry point into the problem and anchored on a visible number.",,,,
18750,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),i did a because i did 5×3=15 and then 2×5=10,False_Misconception,Duplication,Duplication,P,"Answer duplicates a value present in the problem (numerator, given number, or other visible quantity). No computational procedure visible in explanation. Procedural: student defaulted to what was available rather than deriving a new value.",,,,
19087,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),times the top and bottom by 5,False_Misconception,Duplication,Duplication,P,Duplication confirmed by answer pattern. Some procedural language present but the computation did not produce a new value — student ended where they started. Procedural error.,,,,
18331,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),3 times 5 is 15 and 2 times 5 is 10,False_Misconception,Duplication,Duplication,P,Duplication confirmed by answer pattern. Some procedural language present but the computation did not produce a new value — student ended where they started. Procedural error.,,,,
18860,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),i think this because 2x5=10 and 3x5=15,False_Misconception,Duplication,Duplication,P,"Student echoed a value from the problem without performing a computation. Guess language present ('I think', 'not sure'). Procedural: student had no entry point into the problem and anchored on a visible number.",,,,
18601,32833,Calculate \( \frac{2}{3} \times 5 \),\( \frac{10}{15} \),because 2x5 is is 10 and 3x5 is 15 so it would be 10/15,False_Misconception,Duplication,Duplication,P,"Answer duplicates a value present in the problem (numerator, given number, or other visible quantity). No computational procedure visible in explanation. Procedural: student defaulted to what was available rather than deriving a new value.",,,,
27238,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),ate can mean subtract so this is why i believe this answer,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27241,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),beacuse two thirds -one third =one third,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
28074,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),to find the answer you must subtract the amount originally had by the amount taken away.,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27293,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because he eaten 1/3 so it would be 2/3 - 1/3,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27664,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),i know this is the answer as there was a a total amount and something is subtracted from it ! so u  just take away the  amount taken away from the total,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27342,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because if he eats 1/3 you would take it away from the 2/3,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
28108,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),you have to take away 1/3,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27594,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),d because she had 2/3rds to start and then robert ate 1/3 so 2-1=1,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27733,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),"i think this because
sally has 2/3 whereas robert eats 1/3 so the amount is getting smaller so you would subtract the two amounts.",False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27700,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),i think it is this because sally has 2/3 of a cake and robert eats 1/3 which means he took one away.,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27998,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),she has 2/3 and you take his 1/3 from that so its a minus,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27621,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),he has eaten 1/3 and 1/3-2/3 =1/3  so there is one third left of the cake so the correct number sentencen is 2/3-1/3,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27927,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),it is d because when he eats something it goes away,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27537,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because you do a takeaway because he eat so you will takeaway.,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27370,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because if you eat a fraction of a cake you take it away,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
26999,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{1}{3}+\frac{2}{3} \),because it tells you how much the whole cake was then take 1/3 from that witch was 2/3,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27529,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because you are taking away 2/3 from 1/3,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
28065,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),this is because sally had 2/3 and 1/3 is taken away.,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27830,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),i think this because this is taking on 3 of the two thirds that were left so you take it away.,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27447,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because sally had 2;3 of a cake and if robert eats  1;3 of a cake you need to subtract a 1;3 from 2;3,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27791,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),i think this because robert ate one third of the cake so you do  two thirds subtract  one third.,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27759,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),i think this because i know the answer is going to be 1/3 so i thought d because 2/3-1/3=1/3,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27279,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because eaten=  -  and there's  one third left,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27559,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because you take away what he ate,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27251,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because 1/3 was taken away from 2/3.,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27522,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because when you minus 1 3rd from 2 3rds it equals 1 3rd,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27987,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),sally has 2/3 and then you takeaway 1/3 to get to your answer,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27560,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),because you take away your answer,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
27767,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),i think this because if sally has 2/3 of the cake and if robert eats 1/3 it would be 1/3,False_Misconception,Subtraction,Subtraction,P,"Subtraction error confirmed by answer pattern. Explanation suggests the student applied a subtraction-based approach to a problem requiring a different operation. Likely procedural, but verify whether the student understood the problem type.",,,,
27946,33474,"Sally has \( \frac{2}{3} \) of a whole cake in the fridge. Robert eats \( \frac{1}{3} \) of this piece. What fraction of the whole cake has Robert eaten?
Choose the number sentence that would solve the word problem.",\( \frac{2}{3}-\frac{1}{3} \),it would be subtract because he has taken it and eaten it,False_Misconception,Subtraction,Subtraction,P,"Student explicitly describes a subtraction operation where multiplication or proportional reasoning was required. Procedural default — familiar operation applied to unfamiliar context. Check whether student understood this was a multiplication/fraction problem (if not, lean toward C).",,,,
32316,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),the reason is that two minuses make a positive so the answer will be positive and the question is asking you to subtract 8 from 5 so your answer is 3.,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
32315,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),the arrow will change directions whichh will leave it as a positive.,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
32279,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),it's positive 3 because negative is add  so (-8) - (-5)=3,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31744,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),i think this because 2 negatives added make a positive,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
32286,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),negative - negative is a positive,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
32213,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),"i think this because if you have two negative numbers and you need to subtract them both, then they are positive numbers.",False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31868,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),two negatives make a positive therefore you add,False_Misconception,Positive,Positive,C,Student attempted to recall the 'two negatives make a positive' rule but applied it incorrectly. Conceptual: memorized rule without understanding the underlying structure of signed number operations.,,,,
31761,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),i think this because when you minus a minus the number will be higher,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
32224,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),i think this because when two negatives touch it becomes a positive,False_Misconception,Positive,Positive,C,Student attempted to recall the 'two negatives make a positive' rule but applied it incorrectly. Conceptual: memorized rule without understanding the underlying structure of signed number operations.,,,,
32021,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),a negative minuce a negative will be positive,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31709,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),"for example, two negatives make a positive.",False_Misconception,Positive,Positive,C,Student attempted to recall the 'two negatives make a positive' rule but applied it incorrectly. Conceptual: memorized rule without understanding the underlying structure of signed number operations.,,,,
31512,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),-two negative numbers is the ssme as +two positive numbers,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31620,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),because 2 minuses is + so 8 +5 is 13,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31775,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),if they are both negative it gives you a positive.,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31677,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),because two negatives make a positive.,False_Misconception,Positive,Positive,C,Student attempted to recall the 'two negatives make a positive' rule but applied it incorrectly. Conceptual: memorized rule without understanding the underlying structure of signed number operations.,,,,
32120,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),because two negatives makes a positive,False_Misconception,Positive,Positive,C,Student attempted to recall the 'two negatives make a positive' rule but applied it incorrectly. Conceptual: memorized rule without understanding the underlying structure of signed number operations.,,,,
31625,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),because 2 negatives make 1 positive.,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31813,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),negatice numbers adding makes them positive,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
32126,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),because when you minus using a negativee number you go in the positive direction.,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
32302,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),subtracting a negative number is the same as adding a positive number.,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31598,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),add a negativr = positive,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31616,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),because - and a - is + so 8+5 is 13,False_Misconception,Positive,Positive,C,"Positive/negative sign error confirmed by answer. Student ignored or incorrectly handled a negative sign. Conceptual: without an explanation revealing a correct procedure, the default classification is a conceptual gap in signed number understanding.",,,,
31657,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),because to negative numbers equal positive number,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31693,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),because when there is two minuses it becomes a plus,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
31764,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 13 \),i think this is because two negatives equals one positive.,False_Misconception,Positive,Positive,C,Student attempted to recall the 'two negatives make a positive' rule but applied it incorrectly. Conceptual: memorized rule without understanding the underlying structure of signed number operations.,,,,
32344,89443,"What number belongs in the box?
\(
(-8)-(-5)=
\square\)",\( 3 \),when subtracting negatives it ends in a positive.,False_Misconception,Positive,Positive,C,Student's explanation reveals confusion about the directionality of negative number operations — treating subtraction of a negative as 'going more negative' rather than 'going less negative.' Conceptual: the number line model for signed numbers is not established.,,,,
